100,0.006694,naive 
100,0.006864,naive 
100,0.007231,naive 
100,0.007779,naive 
100,0.007261,naive 
100,0.006672,naive 
100,0.006360,naive 
100,0.007151,naive 
100,0.006617,naive 
100,0.007030,naive 
200,0.054712,naive 
200,0.053367,naive 
200,0.049724,naive 
200,0.049133,naive 
200,0.049089,naive 
200,0.049548,naive 
200,0.048755,naive 
200,0.048986,naive 
200,0.049031,naive 
200,0.049222,naive 
300,0.169243,naive 
300,0.169629,naive 
300,0.169682,naive 
300,0.168957,naive 
300,0.168928,naive 
300,0.169552,naive 
300,0.168785,naive 
300,0.169493,naive 
300,0.173216,naive 
300,0.169820,naive 
400,0.443639,naive 
400,0.443275,naive 
400,0.443415,naive 
400,0.444447,naive 
400,0.448140,naive 
400,0.445893,naive 
400,0.445229,naive 
400,0.442925,naive 
400,0.444790,naive 
400,0.443512,naive 
500,0.919259,naive 
500,0.911069,naive 
500,0.912984,naive 
500,0.909165,naive 
500,0.910228,naive 
500,0.909790,naive 
500,0.917114,naive 
500,0.910229,naive 
500,0.914470,naive 
500,0.911762,naive 
600,1.595545,naive 
600,1.602052,naive 
600,1.576069,naive 
600,1.593073,naive 
600,1.580379,naive 
600,1.578580,naive 
600,1.593869,naive 
600,1.603848,naive 
600,1.596473,naive 
600,1.598475,naive 
700,2.845753,naive 
700,2.827763,naive 
700,2.824594,naive 
700,2.790695,naive 
700,2.850861,naive 
700,2.837815,naive 
700,3.075073,naive 
700,2.815490,naive 
700,2.873354,naive 
700,2.863126,naive 
800,4.195338,naive 
800,4.135517,naive 
800,4.200208,naive 
800,4.161949,naive 
800,4.184725,naive 
800,4.161111,naive 
800,4.137229,naive 
800,4.170129,naive 
800,4.170591,naive 
800,4.125594,naive 
900,6.182282,naive 
900,6.246079,naive 
900,6.216033,naive 
900,6.401585,naive 
900,6.287140,naive 
900,6.221974,naive 
900,6.236577,naive 
900,6.191685,naive 
900,6.291817,naive 
900,6.258519,naive 
1000,8.949702,naive 
1000,8.928892,naive 
1000,8.932767,naive 
1000,9.004435,naive 
1000,9.059352,naive 
1000,9.040717,naive 
1000,8.972975,naive 
1000,8.877178,naive 
1000,9.021310,naive 
1000,9.043731,naive 
1100,11.209108,naive 
1100,11.339237,naive 
1100,11.277925,naive 
1100,11.334591,naive 
1100,11.306907,naive 
1100,11.109645,naive 
1100,11.294149,naive 
1100,11.246014,naive 
1100,11.906575,naive 
1100,11.177679,naive 
1200,16.949247,naive 
1200,17.091485,naive 
1200,16.942642,naive 
1200,17.221650,naive 
1200,20.112463,naive 
1200,17.302669,naive 
1200,17.027282,naive 
1200,17.127592,naive 
1200,16.976064,naive 
1200,17.248314,naive 
1300,21.921231,naive 
1300,21.602697,naive 
1300,21.885503,naive 
1300,21.705477,naive 
1300,21.919186,naive 
1300,21.883877,naive 
1300,21.769237,naive 
1300,21.713553,naive 
1300,22.049350,naive 
1300,21.725848,naive 
1400,29.475873,naive 
1400,29.631738,naive 
1400,29.397573,naive 
1400,29.641096,naive 
1400,32.355769,naive 
1400,29.558686,naive 
1400,29.865874,naive 
1400,29.477665,naive 
1400,29.513945,naive 
1400,29.620026,naive 
1500,33.721065,naive 
1500,33.781885,naive 
1500,33.882245,naive 
1500,33.862717,naive 
1500,33.919478,naive 
1500,33.817788,naive 
1500,33.733422,naive 
1500,33.933633,naive 
1500,33.867326,naive 
1500,34.528935,naive 
100,0.007051,better 
100,0.005813,better 
100,0.006894,better 
100,0.005813,better 
100,0.006219,better 
100,0.006554,better 
100,0.005846,better 
100,0.005891,better 
100,0.006706,better 
100,0.006832,better 
200,0.049801,better 
200,0.048416,better 
200,0.047945,better 
200,0.048740,better 
200,0.048378,better 
200,0.047884,better 
200,0.047767,better 
200,0.047934,better 
200,0.048446,better 
200,0.049667,better 
300,0.157659,better 
300,0.156671,better 
300,0.156778,better 
300,0.157103,better 
300,0.156301,better 
300,0.156492,better 
300,0.158533,better 
300,0.156029,better 
300,0.156928,better 
300,0.159310,better 
400,0.367540,better 
400,0.396284,better 
400,0.396794,better 
400,0.384195,better 
400,0.383910,better 
400,0.381248,better 
400,0.371766,better 
400,0.372609,better 
400,0.383248,better 
400,0.377253,better 
500,0.745847,better 
500,0.741107,better 
500,0.719438,better 
500,0.718438,better 
500,0.720190,better 
500,0.718196,better 
500,0.731257,better 
500,0.722388,better 
500,0.720529,better 
500,0.717343,better 
600,1.242201,better 
600,1.243029,better 
600,1.243278,better 
600,1.239715,better 
600,1.241257,better 
600,1.240110,better 
600,1.241879,better 
600,1.301356,better 
600,1.296194,better 
600,1.316439,better 
700,2.037261,better 
700,1.983407,better 
700,2.039070,better 
700,1.995854,better 
700,2.022199,better 
700,2.008658,better 
700,2.005195,better 
700,2.075909,better 
700,2.047844,better 
700,1.978319,better 
800,2.939316,better 
800,2.939918,better 
800,2.945346,better 
800,3.071126,better 
800,3.011685,better 
800,3.279950,better 
800,3.157420,better 
800,3.073417,better 
800,2.944712,better 
800,2.942852,better 
900,4.193975,better 
900,4.190284,better 
900,4.189059,better 
900,4.188316,better 
900,4.225314,better 
900,4.205689,better 
900,4.191350,better 
900,4.193842,better 
900,4.192864,better 
900,4.223503,better 
1000,5.747631,better 
1000,5.779973,better 
1000,6.031785,better 
1000,5.719513,better 
1000,5.722061,better 
1000,5.720573,better 
1000,5.718520,better 
1000,5.732289,better 
1000,5.719634,better 
1000,5.723651,better 
1100,7.614875,better 
1100,7.618872,better 
1100,7.609405,better 
1100,7.614520,better 
1100,7.610636,better 
1100,7.609183,better 
1100,7.615453,better 
1100,7.615477,better 
1100,7.609673,better 
1100,7.621362,better 
1200,9.882750,better 
1200,9.891151,better 
1200,9.889302,better 
1200,9.893310,better 
1200,9.884328,better 
1200,9.915665,better 
1200,9.902393,better 
1200,9.887622,better 
1200,9.879329,better 
1200,9.890493,better 
1300,12.544217,better 
1300,12.555986,better 
1300,12.540919,better 
1300,12.574910,better 
1300,12.555336,better 
1300,12.540502,better 
1300,12.554105,better 
1300,12.540798,better 
1300,12.544878,better 
1300,12.543050,better 
1400,15.661997,better 
1400,15.652620,better 
1400,15.669212,better 
1400,15.661166,better 
1400,15.678295,better 
1400,15.667224,better 
1400,15.661679,better 
1400,15.677779,better 
1400,15.669720,better 
1400,15.658001,better 
1500,19.290204,better 
1500,19.261578,better 
1500,19.255573,better 
1500,19.436149,better 
1500,19.654866,better 
1500,19.249968,better 
1500,19.283242,better 
1500,19.258544,better 
1500,19.261981,better 
1500,19.256820,better 
100,0.001319,blas 
100,0.001275,blas 
100,0.001107,blas 
100,0.000961,blas 
100,0.000773,blas 
100,0.000772,blas 
100,0.000966,blas 
100,0.000782,blas 
100,0.000771,blas 
100,0.000771,blas 
200,0.006369,blas 
200,0.008388,blas 
200,0.006326,blas 
200,0.009179,blas 
200,0.006687,blas 
200,0.009410,blas 
200,0.009582,blas 
200,0.006890,blas 
200,0.007536,blas 
200,0.007394,blas 
300,0.023436,blas 
300,0.026666,blas 
300,0.022358,blas 
300,0.023327,blas 
300,0.027822,blas 
300,0.022541,blas 
300,0.022646,blas 
300,0.027254,blas 
300,0.022727,blas 
300,0.023660,blas 
400,0.056382,blas 
400,0.052157,blas 
400,0.051811,blas 
400,0.051974,blas 
400,0.052309,blas 
400,0.051742,blas 
400,0.052657,blas 
400,0.051807,blas 
400,0.052818,blas 
400,0.051861,blas 
500,0.101522,blas 
500,0.100821,blas 
500,0.104349,blas 
500,0.100745,blas 
500,0.100942,blas 
500,0.101834,blas 
500,0.100918,blas 
500,0.100112,blas 
500,0.099809,blas 
500,0.100642,blas 
600,0.178335,blas 
600,0.180227,blas 
600,0.178863,blas 
600,0.179508,blas 
600,0.179920,blas 
600,0.179859,blas 
600,0.179728,blas 
600,0.177495,blas 
600,0.178981,blas 
600,0.179145,blas 
700,0.303062,blas 
700,0.301401,blas 
700,0.300048,blas 
700,0.301463,blas 
700,0.302006,blas 
700,0.302493,blas 
700,0.301423,blas 
700,0.298477,blas 
700,0.297592,blas 
700,0.297812,blas 
800,0.464200,blas 
800,0.477455,blas 
800,0.472944,blas 
800,0.475087,blas 
800,0.473791,blas 
800,0.474853,blas 
800,0.470675,blas 
800,0.474082,blas 
800,0.472198,blas 
800,0.474056,blas 
900,0.699638,blas 
900,0.702790,blas 
900,0.697673,blas 
900,0.696355,blas 
900,0.700250,blas 
900,0.698923,blas 
900,0.702473,blas 
900,0.699159,blas 
900,0.701267,blas 
900,0.712178,blas 
1000,1.001984,blas 
1000,1.001367,blas 
1000,1.003509,blas 
1000,1.005274,blas 
1000,1.003581,blas 
1000,1.001955,blas 
1000,1.005598,blas 
1000,1.008958,blas 
1000,1.000597,blas 
1000,1.003403,blas 
1100,1.391661,blas 
1100,1.390068,blas 
1100,1.388943,blas 
1100,1.390885,blas 
1100,1.393849,blas 
1100,1.389392,blas 
1100,1.387400,blas 
1100,1.391912,blas 
1100,1.394383,blas 
1100,1.386289,blas 
1200,1.858685,blas 
1200,1.866643,blas 
1200,1.863508,blas 
1200,1.870506,blas 
1200,1.875850,blas 
1200,1.863424,blas 
1200,1.862200,blas 
1200,1.863155,blas 
1200,1.870240,blas 
1200,1.863137,blas 
1300,2.428235,blas 
1300,2.426795,blas 
1300,2.432550,blas 
1300,2.428081,blas 
1300,2.421929,blas 
1300,2.428744,blas 
1300,2.431720,blas 
1300,2.425218,blas 
1300,2.423195,blas 
1300,2.419284,blas 
1400,3.087684,blas 
1400,3.091467,blas 
1400,3.089554,blas 
1400,3.091469,blas 
1400,3.094383,blas 
1400,3.452511,blas 
1400,4.223302,blas 
1400,4.020451,blas 
1400,3.829064,blas 
1400,3.166610,blas 
1500,3.927441,blas 
1500,3.926852,blas 
1500,3.920035,blas 
1500,3.926712,blas 
1500,3.942091,blas 
1500,3.933185,blas 
1500,3.927480,blas 
1500,3.925024,blas 
1500,3.924028,blas 
1500,3.922598,blas 
